Kood;Vanem;Tegevusala tekst;SIIA KUULUB;SIIA KUULUB VEEL;SIIA EI KUULU;ERIALALIIDUD;ON ERINÕUDEID?
23619;2361;Betoonist muude ehitustoodete tootmine;"Siia klassi kuulub:
- ehituses kasutatavate valmistoodete tootmine betoonist, tsemendist või tehiskivist: plaadid, ehitusplokid, tellised, lauad, lehed, paneelid, torud, postid jms
- tsemendist, betoonist või ehituskivist kokkupandavate konstruktsioonide või ehitusdetailide tootmine hoonete ja rajatiste ehitamiseks, liikluse korraldamiseks või piiramiseks
- monteeritavate betoontorude tootmine joogivee jaoks
Siia klassi kuulub ka:
- silikaatmüürikivide tootmine
- autoklaavitud poorbetoonist müürikivide tootmine";betoonist, tsemendist või tehiskivist kõnniteeplaatide, sillutuskivide, lehtede, tahvlite, torude ja postide tootmine;muude betoonist, tsemendist ja kipsist toodete tootmine, mis ei ole mõeldud ehituses kasutamiseks, vt 23661;;EI
2362;236;Kipsist ehitustoodete tootmine;"Siia klassi kuulub:
- ehituses kasutatavate kipsist või kipssegudest toodete tootmine:
 • plaadid, lehed, paneelid, tahvlid jms, ilma dekoorita";;;;EI
23621;2362;Kipsist ehitustoodete tootmine;"Siia klassi kuulub:
- ehituses kasutatavate kipsist või kipssegudest toodete tootmine: plaadid, lehed, paneelid, tahvlid jms, ilma dekoorita";;;;EI
2363;236;Valmis betoonisegu tootmine;"Siia klassi kuulub:
- valmis betoonisegu tootmine, st segu, millele on juba lisatud vett ja mida tavaliselt veetakse betooniautodega";;tulekindlate tsementide tootmine, vt 2320;;EI
23631;2363;Valmis betoonisegu tootmine;"Siia klassi kuulub:
- valmis betoonisegu tootmine, st segu, millele on juba lisatud vett ja mida tavaliselt veetakse betooniautodega";;tulekindlate tsementide tootmine, vt 23201;;EI
2364;236;Mörditootmine;"Siia klassi kuulub:
- mittetulekindla mördi ja betooni kuivsegude tootmine";;"tulekindlate mörtide tootmine, vt 2320
valmis betoonisegu tootmine, vt 2363";;EI
23641;2364;Mörditootmine;"Siia klassi kuulub:
- mittetulekindla mördi ja betooni kuivsegude tootmine";;"tulekindlate mörtide tootmine, vt 23201
valmis betoonisegu tootmine, vt 23631";;EI
2365;236;Kiudtsemendi tootmine;"Siia klassi kuulub:
- tsemendi, kipsi vm mineraalse sideainega pressitud taimsest materjalist (nt puitvill, õled, pilliroog, kõrkjad) paneelide, plaatide, plokkide jms toodete tootmine
- asbesttsemendist või tsellulooskiudtsemendist toodete tootmine, nt:
 • gofreeritud vm plaadid, paneelid, torud, mahutid, künad, basseinid, valamud, vaasid, aknaraamid";;isolatsiooniplaatide tootmine puidust vm puitkiududest, k.a nii vaikude jms orgaaniliste sideainetega aglomeeritud ja aglomeerimata plaadid, vt 1621;;EI
23651;2365;Kiudtsemendi tootmine;"Siia klassi kuulub:
- tsemendi, kipsi vm mineraalse sideainega pressitud taimsest materjalist (nt puitvill, õled, pilliroog, kõrkjad) paneelide, plaatide, plokkide jms toodete tootmine
- asbesttsemendist või tsellulooskiudtsemendist toodete tootmine, nt: gofreeritud vm plaadid, paneelid, torud, mahutid, künad, basseinid, valamud, vaasid, aknaraamid";;isolatsiooniplaatide tootmine puidust vm puitkiududest, k.a nii vaikude jms orgaaniliste sideainetega aglomeeritud ja aglomeerimata plaadid, vt 16212;;EI
2366;236;Muude betoon-, tsement- ja kipstoodete tootmine;"Siia klassi kuulub:
- muude betoonist, kipsist või kipssegudest, tsemendist või tehiskivist toodete, nt kujude, bareljeefide ja kõrgreljeefide, vaaside, lillepottide tootmine
Siia klassi kuulub ka:
- kipsist või kipssegudest ornamenteeritud plaatide või paneelide tootmine
- muud kaltsiumsilikaadist tooted
- muud autoklaavitud poorbetoontooted";;ehituses kasutatavate betoonist, tsemendist või tehiskivist valmistoodete tootmine, vt 2361;;EI
23661;2366;Muude betoon-, tsement- ja kipstoodete tootmine;"Siia klassi kuulub:
- muude betoonist, kipsist või kipssegudest, tsemendist või tehiskivist toodete, nt kujude, bareljeefide ja kõrgreljeefide, vaaside, lillepottide tootmine
Siia klassi kuulub ka:
- kipsist või kipssegudest ornamenteeritud plaatide või paneelide tootmine
- muud kaltsiumsilikaadist tooted
- muud autoklaavitud poorbetoontooted";;ehituses kasutatavate betoonist, tsemendist või tehiskivist valmistoodete tootmine, vt 23619;;EI
237;23;Kivilõikamine, -vormimine ja -viimistlus;;;;;EI
2370;237;Kivilõikamine, -vormimine ja -viimistlus;"Siia klassi kuulub:
- kivi lõikamine, vormimine ja viimistlemine, nt kasutamiseks ehituses, kalmistutel, teekattena, katusekattena
- kivimööbli tootmine";;"tegevused kivi kaevandamisel (kivimurrus), nt töötlemata kivide tootmine, vt 0811
veskikivide, abrasiivkivide jms toodete tootmine, vt 239";;JAH
23701;2370;Looduskivist hauakivide, -plaatide jms valmistamine;"Siia klassi kuulub:
- kivi lõikamine, vormimine ja viimistlemine kasutamiseks kalmistutel";hauasammaste restaureerimine;"tegevused kivi kaevandamisel (kivimurrus), nt töötlemata kivide tootmine, vt 08111
veskikivide, abrasiivkivide jms toodete tootmine, vt 239";;JAH
23702;2370;Paekivist ja dolomiidist ehitusmaterjalide jm toodete tootmine;"Siia klassi kuulub:
- paekivi ja dolomiidi lõikamine, vormimine ja viimistlemine, kasutamiseks ehituses, tee- või katusekattena jne
- paekivist ja dolomiidist mööbli tootmine";;"tegevused kivi kaevandamisel (kivimurrus), nt töötlemata kivide tootmine, vt 08111
veskikivide, abrasiivkivide jms toodete tootmine, vt 239";;JAH
23703;2370;Graniidist, marmorist jm looduslikust kivist toodete tootmine;"Siia klassi kuulub:
- graniidi, marmori jm loodusliku kivi lõikamine, vormimine ja viimistlemine, kasutamiseks ehituses, tee- või katusekattena jne
- graniidist, marmorist jm looduslikust kivist mööbli tootmine";;"tegevused kivi kaevandamisel (kivimurrus), nt töötlemata kivide tootmine, vt 08111
veskikivide, abrasiivkivide jms toodete tootmine, vt 239";;JAH
239;23;Mujal liigitamata abrasiivtoodete ja mittemetalsetest mineraalidest toodete tootmine;;;;;EI
2391;239;Abrasiivtoodete tootmine;"Siia klassi kuulub:
- veskikivide tootmine, lihvimis-, teritus-, poleerimis- või lõikamistöödeks kanderaamistikuta lihvkivide, lihvketaste jms toodete, teritus- või poleerkivide tootmine
Siia klassi kuulub ka:
- looduslike või tehislike abrasiivpulbrite ja -graanulite tootmine tekstiilist, paberist, papist jms materjalist alusel, k.a nii töötlemata kui vormi lõigatud, õmmeldud või muul moel töödeldud tooted";;;;JAH
23911;2391;Abrasiivtoodete tootmine;"Siia klassi kuulub:
- veskikivide tootmine, lihvimis-, teritus-, poleerimis- või lõikamistöödeks kanderaamistikuta lihvkivide, lihvketaste jms toodete, teritus- või poleerkivide tootmine
Siia klassi kuulub ka:
- looduslike või tehislike abrasiivpulbrite ja -graanulite tootmine tekstiilist, paberist, papist jms materjalist alusel, k.a nii töötlemata kui vormi lõigatud, õmmeldud või muul moel töödeldud tooted";;"veskikivide, käia- ja lihvkivide hooldus ja remont, vt 33191
veskikivide, käia- ja lihvkivide paigaldus, vt 33201";;JAH
2399;239;Mujal liigitamata muude mittemetalsetest mineraalidest toodete tootmine;"Siia klassi kuulub:
- mineraalainete või tselluloosi baasil hõõrdematerjali ja sellest paigale monteerimata toodete tootmine
- mineraalse isolatsioonimaterjali tootmine, nt:
 • räbu- ja kivivill jms mineraalvillad; paisutatud vermikuliit, paisutatud savi, kergkruus, vahtšlakk jms soojus- ja heliisolatsiooni- ning helisummutusmaterjalid
- mitmesugustest mineraalsetest ainetest toodete valmistamine, nt:
 • töödeldud vilgukivi ning vilgukivist, turbast, grafiidist jms tooted (v.a elektritooted)
- asfaldist jms materjalidest (nt naftabituumenist, kivisöepigist) toodete tootmine
- süsinik- ja grafiitkiu, süsiniku- ja grafiidipõhiste toodete tootmine (v.a elektroodid ja elektriseadmed)
- tehiskorundi tootmine";;"klaasvilla ja sellest valmistatud lausmaterjalist toodete tootmine, vt 2314
grafiitelektroodide tootmine, vt 2790
süsinik- või grafiittihendite tootmine, vt 2829";;EI
23991;2399;Mujal liigitamata muude mittemetalsetest mineraalidest toodete tootmine;"Siia klassi kuulub:
- mineraalainete või tselluloosi baasil hõõrdematerjali ja sellest paigale monteerimata toodete tootmine
- mineraalse isolatsioonimaterjali tootmine, nt: räbu- ja kivivill jms mineraalvillad; paisutatud vermikuliit, paisutatud savi, kergkruus, vahtšlakk jms soojus- ja heliisolatsiooni- ning helisummutusmaterjalid
- mitmesugustest mineraalsetest ainetest toodete valmistamine, nt: töödeldud vilgukivi ning vilgukivist, turbast, grafiidist jms tooted (v.a elektritooted)
- asfaldist jms materjalidest (nt naftabituumenist, kivisöepigist) toodete tootmine
- süsinik- ja grafiitkiu, süsiniku- ja grafiidipõhiste toodete tootmine (v.a elektroodid ja elektriseadmed)
- tehiskorundi tootmine";"gudroneeritud killustikkatte tootmine
isolatsioonimaterjalina kasutatava aerogeeli tootmine
tehisgrafiidi, kolloid- ja poolkolloidgrafiidi tootmine";"klaasvilla ja sellest valmistatud lausmaterjalist toodete tootmine, vt 23141
grafiitelektroodide tootmine, vt 27901
süsinik- või grafiittihendite tootmine, vt 28291";;EI
24;C;Metallitootmine;"Siia ossa kuulub maakidest, jäätmetest või murrust metallide sulatamine ja/või puhastamine elektrometallurgilisi või muid metallurgiaprotsesse kasutades.
Siia ossa kuulub ka puhtale metallile teiste keemiliste elementide lisamise teel saadavate metallisulamite ja supersulamite tootmine. Sulatamise ja puhastamise väljundit, tavaliselt valuplokkide kujul, kasutatakse lehtede, kangide, lattide, varraste, traadi, torude, õõnesprofiilide jne valmistamiseks valtsimise, tõmbamise ja pressimise teel ning valandite vm metalltoodete tootmiseks.";;;"Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Kaupmeeste Liit
Eesti Tarneahelate Juhtimise Ühing PROLOG
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
241;24;Raua, terase ja ferrosulamite tootmine;;;;;EI
2410;241;Raua, terase ja ferrosulamite tootmine;"Siia klassi kuulub rauamaagi otsene redutseerimine (rikastamine), sula- ja tahke malmi tootmine, toormalmi muundamine teraseks, ferrosulamite tootmine ja terastoodete tootmine.
Siia klassi kuulub:
- kõrgahjude, terasekonverterite ja valtspinkide käitus
- toormalmi ja peegelmalmi tootmine kangide, plokkide vm esmavormidena
- ferrosulamite tootmine
- rauatoodete tootmine raua vm käsnraua otsese redutseerimise teel
- eriti puhta raua tootmine elektrolüüsi vm keemiliste protsesside abil
- raua- või terasejäätmete valuplokkide ümbersulatamine
- granuleeritud raua ja rauapulbri tootmine
- raua ja terase tootmine valuplokkide vm esmasvormidena
- rauast või terasest pooltoodete tootmine
- rauast või terasest külm- ja kuumvaltsitud lehtvaltstoodete tootmine
- rauast või terasest kuumvaltsitud varraste ja -lattide tootmine
- rauast või terasest kuumvaltsitud kujuprofiilide tootmine
- rauast või terasest terasest sulundkonstruktsioonide ja keevitatud kujuprofiilide tootmine
- rööbasteede konstruktsioonielementide (kokkupanemata rööbaste) tootmine rauast või terasest
- kõrgahjugaasi tootmine
Siia klassi kuulub ka:
- kaetud või katmata lehtvaltsitud terastoodete tootmine rullides või lehtedena (laiusega rohkem kui 600 mm) kuumvaltsitud lehtmaterjali või terasvarraste külmvaltsimise teel";;lattide külmtõmbamine, vt 2431;;EI
24101;2410;Raua, terase ja ferrosulamite tootmine;"Siia klassi kuulub rauamaagi otsene redutseerimine (rikastamine), sula- ja tahke malmi tootmine, toormalmi muundamine teraseks, ferrosulamite tootmine ja terastoodete tootmine.
Siia klassi kuulub:
- kõrgahjude, terasekonverterite ja valtspinkide käitus
- toormalmi ja peegelmalmi tootmine kangide, plokkide vm esmavormidena
- ferrosulamite tootmine
- rauatoodete tootmine raua vm käsnraua otsese redutseerimise teel
- eriti puhta raua tootmine elektrolüüsi vm keemiliste protsesside abil
- raua- või terasejäätmete valuplokkide ümbersulatamine
- granuleeritud raua ja rauapulbri tootmine
- raua ja terase tootmine valuplokkide vm esmasvormidena
- rauast või terasest pooltoodete tootmine
- rauast või terasest külm- ja kuumvaltsitud lehtvaltstoodete tootmine
- rauast või terasest kuumvaltsitud varraste ja -lattide tootmine
- rauast või terasest kuumvaltsitud kujuprofiilide tootmine
- rauast või terasest terasest sulundkonstruktsioonide ja keevitatud kujuprofiilide tootmine
- rööbasteede konstruktsioonielementide (kokkupanemata rööbaste) tootmine rauast või terasest
- kõrgahjugaasi tootmine
Siia klassi kuulub ka:
- kaetud või katmata lehtvaltsitud terastoodete tootmine rullides või lehtedena (laiusega rohkem kui 600 mm) kuumvaltsitud lehtmaterjali või terasvarraste külmvaltsimise teel";roostevaba terase tootmine;lattide külmtõmbamine, vt 24311;;EI
242;24;Terastorude, -õõnesprofiilide jms -toruliitmike tootmine;;;;;EI
2420;242;Terastorude, -õõnesprofiilide jms -toruliitmike tootmine;"Siia klassi kuulub:
- ümmarguse või mitteümmarguse ristlõikega õmbluseta torude ja ümmarguse ristlõikega toorikute tootmine kuumvaltsimise, -pressimise vm kuumtöötlemise teel (nt kuumvaltsimise või pidevvalu teel saadud varb või valtstoorik vm vahetoode edasiseks töötlemiseks)
- õmbluseta täppis- ja mittetäppistorude tootmine kuumvaltsitud või -pressitud toorikutest, saades ümmarguse ristlõikega torud külmtõmmates või -valtsides ning mitteümmarguse ristlõikega torud ja õõnesvormid vaid külmtõmmates
- pikisuunalise või spiraalse keevisõmblusega, välisläbimõõduga üle 406,4 mm külmvormitud torude tootmine kuumvaltsitud lehtvaltstoodetest 
- välisläbimõõduga kuni 406,4 mm, pikisuunalise või spiraalse keevisõmblusega ja ümmarguse ristlõikega külm- või kuumvormitud torude tootmine kuum- või külmvaltsitud lehtvaltstoodetest ning pikisuunalise keevisõmblusega, mitteümmarguse ristlõikega külm- või kuumvormitud torude tootmine külm- või kuumvaltsitud ribadest
- pikisuunalise keevisõmblusega, kuni 406,4 mm välisläbimõõduga külm- või kuumvormitud täppistorude tootmine külm- või kuumvaltsitud ribadest, k.a pärast keevitamist mitteümmarguse ristlõikega torudeks külmtõmmatud, -valtsitud või -vormitud torud
- lamedate toruäärikute ja sepistatud kraega äärikute tootmine terasest kuumvaltsitud lehtvaltstoodetest
- põkk-keevitatavate liitmike, nt põlvede ja muhvide tootmine kuumvaltsitud õmbluseta terastorudest sepistamise teel 
- keermestatud vm toruliitmike tootmine terasest";;õmbluseta terastorude tsentrifugaalvalu, vt 2452;;EI
24201;2420;Terastorude, -õõnesprofiilide jms -toruliitmike tootmine;"Siia klassi kuulub:
- ümmarguse või mitteümmarguse ristlõikega õmbluseta torude ja ümmarguse ristlõikega toorikute tootmine kuumvaltsimise, -pressimise vm kuumtöötlemise teel (nt kuumvaltsimise või pidevvalu teel saadud varb või valtstoorik vm vahetoode edasiseks töötlemiseks)
- õmbluseta täppis- ja mittetäppistorude tootmine kuumvaltsitud või -pressitud toorikutest, saades ümmarguse ristlõikega torud külmtõmmates või -valtsides ning mitteümmarguse ristlõikega torud ja õõnesvormid vaid külmtõmmates
- pikisuunalise või spiraalse keevisõmblusega, välisläbimõõduga üle 406,4 mm külmvormitud torude tootmine kuumvaltsitud lehtvaltstoodetest 
- välisläbimõõduga kuni 406,4 mm, pikisuunalise või spiraalse keevisõmblusega ja ümmarguse ristlõikega külm- või kuumvormitud torude tootmine kuum- või külmvaltsitud lehtvaltstoodetest ning pikisuunalise keevisõmblusega, mitteümmarguse ristlõikega külm- või kuumvormitud torude tootmine külm- või kuumvaltsitud ribadest
- pikisuunalise keevisõmblusega, kuni 406,4 mm välisläbimõõduga külm- või kuumvormitud täppistorude tootmine külm- või kuumvaltsitud ribadest, k.a pärast keevitamist mitteümmarguse ristlõikega torudeks külmtõmmatud, -valtsitud või -vormitud torud
- lamedate toruäärikute ja sepistatud kraega äärikute tootmine terasest kuumvaltsitud lehtvaltstoodetest
- põkk-keevitatavate liitmike, nt põlvede ja muhvide tootmine kuumvaltsitud õmbluseta terastorudest sepistamise teel 
- keermestatud vm toruliitmike tootmine terasest";;õmbluseta terastorude tsentrifugaalvalu, vt 24521;;EI
243;24;Muude terase esmatöötlustoodete tootmine;Siia gruppi kuulub muude terastoodete tootmine terase külmtöötlemise teel.;;;;EI
2431;243;Külmtõmbamine lattideks;"Siia klassi kuulub:
- terasest varbmaterjali ja kujuprofiilide tootmine külmtõmbamise, lihvimise või külmviimistlemise teel";;traadi külmtõmbamine, vt 2434;;EI
24311;2431;Külmtõmbamine lattideks;"Siia klassi kuulub:
- terasest varbmaterjali ja kujuprofiilide tootmine külmtõmbamise, lihvimise või külmviimistlemise teel";;traadi külmtõmbamine, vt 24341;;EI
2432;243;Külmvaltsimine kitsasteks ribadeks;"Siia klassi kuulub:
- kaetud või katmata lehtvaltsitud terastoodete tootmine rullides või lehtedena (laiusega vähem kui 600 mm) kuumvaltsitud lehtmaterjali või terasvarraste külmvaltsimise teel";;kaetud või katmata lehtvaltsitud terastoodete tootmine rullides või lehtedena (laiusega rohkem kui 600 mm) kuumvaltsitud lehtmaterjali või terasvarraste külmvaltsimise teel, vt 2410;;EI
24321;2432;Külmvaltsimine kitsasteks ribadeks;"Siia klassi kuulub:
- kaetud või katmata lehtvaltsitud terastoodete tootmine rullides või lehtedena (laiusega vähem kui 600 mm) kuumvaltsitud lehtmaterjali või terasvarraste külmvaltsimise teel";;kaetud või katmata lehtvaltsitud terastoodete tootmine rullides või lehtedena (laiusega rohkem kui 600 mm) kuumvaltsitud lehtmaterjali või terasvarraste külmvaltsimise teel, vt 24101;;EI
